Ticket_ID,Customer_ID,Ticket_Date,Month,Month_Number,Gender,Region,Customer_Type,Department,Issue_Type,Channel,Agent_ID,Ticket_Status,Resolution_Time_Days,SLA_Target_Days,SLA_Breached,Escalated,CSAT_Rating,Priority,Resolved_Flag,Pending_Flag,Escalated_Flag,SLA_Breach_Flag
TKT11245,CUST3562,11-06-2025,Jun,6,Male,South,Existing,IT Support,General Query,Email,AG112,Resolved,0.5,3,No,No,3,High,1,0,0,0
TKT11246,CUST2730,28-03-2025,Mar,3,Male,North,Existing,Sales,Technical Issue,Phone,AG145,Resolved,2.4,5,No,No,4,High,1,0,0,0
TKT11247,CUST9512,24-02-2025,Feb,2,Female,North,Existing,Delivery,Delivery Delay,App,AG131,Resolved,3.9,5,No,No,4,High,1,0,0,0
TKT11248,CUST8647,15-10-2025,Oct,10,Female,Central,Existing,IT Support,Delivery Delay,Chat,AG139,Resolved,6.2,5,Yes,Yes,3,High,1,0,1,1
TKT11249,CUST6407,27-06-2025,Jun,6,Female,East,New,Delivery,Technical Issue,Chat,AG134,Resolved,6.9,5,Yes,No,3,Medium,1,0,0,1
TKT11250,CUST6106,15-12-2025,Dec,12,Female,North,Existing,Product,Technical Issue,App,AG119,In Progress,4.6,5,No,No,5,Medium,0,1,0,0
TKT11251,CUST9556,08-01-2025,Jan,1,Male,East,Premium,HR,Product Complaint,Phone,AG145,Resolved,7.2,5,Yes,No,4,Low,1,0,0,1
TKT11252,CUST6406,17-11-2025,Nov,11,Male,South,Existing,Delivery,Technical Issue,Chat,AG141,Resolved,8,5,Yes,Yes,2,Medium,1,0,1,1
TKT11253,CUST8102,09-11-2025,Nov,11,Male,East,Premium,Sales,Delivery Delay,Email,AG129,Pending,,5,Yes,Yes,1,Medium,0,1,1,1
TKT11254,CUST4482,04-09-2025,Sep,9,Male,Central,Existing,Sales,Product Complaint,Email,AG136,Escalated,9,5,Yes,Yes,2,Medium,0,0,1,1
TKT11255,CUST8635,19-11-2025,Nov,11,Male,Central,Premium,Product,Billing Query,Chat,AG117,Resolved,4.5,5,No,No,4,Medium,1,0,0,0
TKT11256,CUST2873,12-09-2025,Sep,9,Male,North,Existing,Delivery,Account Update,Email,AG144,Pending,,3,Yes,No,3,High,0,1,0,1
TKT11257,CUST5320,24-11-2025,Nov,11,Male,Central,Existing,IT Support,Account Update,Phone,AG117,Pending,,3,Yes,Yes,2,Medium,0,1,1,1
TKT11258,CUST6396,23-02-2025,Feb,2,Male,Central,Existing,Sales,Product Complaint,Email,AG139,Resolved,5.4,5,Yes,No,5,Low,1,0,0,1
TKT11259,CUST6725,06-09-2025,Sep,9,Female,East,Premium,IT Support,Product Complaint,Website,AG117,Resolved,8.7,5,Yes,No,3,Low,1,0,0,1
TKT11260,CUST8319,27-08-2025,Aug,8,Female,West,Premium,Delivery,Delivery Delay,Chat,AG111,Escalated,10.2,5,Yes,Yes,2,Medium,0,0,1,1
TKT11261,CUST4033,17-08-2025,Aug,8,Female,South,Existing,IT Support,Technical Issue,Chat,AG109,Resolved,6.2,5,Yes,Yes,3,Low,1,0,1,1
TKT11262,CUST1732,08-03-2025,Mar,3,Female,Central,Existing,HR,Billing Query,Chat,AG103,Resolved,5.1,5,Yes,No,4,High,1,0,0,1
TKT11263,CUST8228,20-02-2025,Feb,2,Male,West,New,Delivery,Account Update,Email,AG117,Resolved,2.5,3,No,No,4,High,1,0,0,0
TKT11264,CUST1036,07-04-2025,Apr,4,Male,North,Existing,Finance,General Query,Email,AG111,In Progress,0.5,3,No,No,4,High,0,1,0,0
TKT11265,CUST6648,02-04-2025,Apr,4,Female,West,Existing,Billing,General Query,App,AG143,Resolved,4,3,Yes,No,3,Low,1,0,0,1
TKT11266,CUST1170,21-09-2025,Sep,9,Female,North,New,Delivery,Billing Query,Phone,AG138,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT11267,CUST9832,18-10-2025,Oct,10,Male,West,Existing,Billing,Delivery Delay,App,AG149,Escalated,8.9,5,Yes,Yes,2,Medium,0,0,1,1
TKT11268,CUST7200,06-04-2025,Apr,4,Male,South,Existing,Finance,Billing Query,Chat,AG135,Escalated,6.1,5,Yes,Yes,3,High,0,0,1,1
TKT11269,CUST8225,29-03-2025,Mar,3,Female,East,New,Sales,Billing Query,App,AG127,Resolved,4.6,5,No,No,5,High,1,0,0,0
TKT11270,CUST8392,19-03-2025,Mar,3,Male,North,Existing,Delivery,General Query,Email,AG110,Resolved,1.7,3,No,No,3,Medium,1,0,0,0
TKT11271,CUST5866,15-10-2025,Oct,10,Female,South,Existing,IT Support,Delivery Delay,Email,AG102,In Progress,7.6,5,Yes,No,4,Medium,0,1,0,1
TKT11272,CUST4909,30-04-2025,Apr,4,Male,North,Premium,IT Support,Billing Query,Email,AG110,Resolved,6,5,Yes,No,5,Low,1,0,0,1
TKT11273,CUST1741,29-10-2025,Oct,10,Female,West,New,Product,Delivery Delay,Website,AG121,In Progress,7.1,5,Yes,No,3,Low,0,1,0,1
TKT11274,CUST8422,14-06-2025,Jun,6,Male,East,Premium,Billing,Technical Issue,App,AG132,Resolved,6.6,5,Yes,Yes,3,Low,1,0,1,1
TKT11275,CUST8278,01-07-2025,Jul,7,Female,North,Existing,Product,Billing Query,Phone,AG104,Resolved,2.5,5,No,No,4,Low,1,0,0,0
TKT11276,CUST1333,11-08-2025,Aug,8,Female,Central,Existing,Billing,Technical Issue,App,AG105,Resolved,7.4,5,Yes,No,4,Medium,1,0,0,1
TKT11277,CUST3559,07-11-2025,Nov,11,Female,South,New,IT Support,Technical Issue,App,AG137,Pending,,5,Yes,Yes,3,Medium,0,1,1,1
TKT11278,CUST8299,07-01-2025,Jan,1,Female,North,Premium,Finance,Refund Request,Chat,AG148,Resolved,3.7,5,No,No,4,Medium,1,0,0,0
TKT11279,CUST6014,26-11-2025,Nov,11,Male,South,Existing,Product,Refund Request,Email,AG140,Resolved,6.2,5,Yes,Yes,3,Low,1,0,1,1
TKT11280,CUST6067,20-09-2025,Sep,9,Male,Central,New,Sales,Refund Request,Website,AG149,In Progress,5.7,5,Yes,No,4,Medium,0,1,0,1
TKT11281,CUST8938,10-06-2025,Jun,6,Female,North,New,Billing,Refund Request,Website,AG117,Resolved,5.7,5,Yes,No,4,Low,1,0,0,1
TKT11282,CUST2958,31-05-2025,May,5,Female,South,Premium,Product,Delivery Delay,Chat,AG139,Escalated,6.7,5,Yes,Yes,3,High,0,0,1,1
TKT11283,CUST2485,26-03-2025,Mar,3,Female,West,Premium,Finance,Technical Issue,Phone,AG126,Resolved,7,5,Yes,Yes,4,High,1,0,1,1
TKT11284,CUST8587,27-05-2025,May,5,Female,South,New,Product,Delivery Delay,App,AG144,Escalated,8.7,5,Yes,Yes,3,Medium,0,0,1,1
TKT11285,CUST2005,22-04-2025,Apr,4,Female,South,Existing,HR,Refund Request,Website,AG113,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT11286,CUST2805,05-02-2025,Feb,2,Male,North,Existing,IT Support,General Query,Chat,AG138,Resolved,5.1,3,Yes,No,4,High,1,0,0,1
TKT11287,CUST6515,12-10-2025,Oct,10,Female,South,Existing,Finance,Product Complaint,Phone,AG108,Escalated,5.8,5,Yes,Yes,3,Low,0,0,1,1
TKT11288,CUST3446,07-07-2025,Jul,7,Male,South,Premium,IT Support,Account Update,Chat,AG133,In Progress,2,3,No,No,4,Medium,0,1,0,0
TKT11289,CUST2489,23-03-2025,Mar,3,Male,East,Existing,Delivery,Delivery Delay,Website,AG111,Pending,,5,Yes,Yes,2,Medium,0,1,1,1
TKT11290,CUST1803,02-01-2025,Jan,1,Male,North,New,IT Support,Delivery Delay,Email,AG146,Resolved,5.3,5,Yes,No,4,High,1,0,0,1
TKT11291,CUST4413,30-10-2025,Oct,10,Female,North,New,IT Support,Billing Query,Email,AG117,Resolved,5.6,5,Yes,No,5,Medium,1,0,0,1
TKT11292,CUST8038,16-07-2025,Jul,7,Female,Central,Existing,Delivery,Product Complaint,Phone,AG131,Resolved,9.3,5,Yes,No,4,Medium,1,0,0,1
TKT11293,CUST6917,11-01-2025,Jan,1,Male,South,Existing,HR,Technical Issue,Email,AG128,Resolved,6.7,5,Yes,Yes,3,Low,1,0,1,1
TKT11294,CUST5113,22-08-2025,Aug,8,Male,Central,Existing,Delivery,Technical Issue,Email,AG148,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT11295,CUST6782,14-07-2025,Jul,7,Male,South,Premium,IT Support,Refund Request,Phone,AG102,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT11296,CUST5494,29-04-2025,Apr,4,Male,North,Premium,Delivery,Technical Issue,Email,AG144,In Progress,9.6,5,Yes,No,4,Low,0,1,0,1
TKT11297,CUST9086,20-01-2025,Jan,1,Female,East,Premium,HR,Delivery Delay,Chat,AG109,Resolved,4.5,5,No,No,4,Low,1,0,0,0
TKT11298,CUST5821,18-09-2025,Sep,9,Male,South,Existing,Finance,Delivery Delay,Website,AG128,Pending,,5,Yes,No,4,Low,0,1,0,1
TKT11299,CUST7704,20-10-2025,Oct,10,Male,Central,Existing,IT Support,Refund Request,Email,AG106,In Progress,3.2,5,No,No,3,Medium,0,1,0,0
TKT11300,CUST5022,13-09-2025,Sep,9,Female,North,Existing,Finance,Product Complaint,App,AG121,Resolved,5.4,5,Yes,No,4,Medium,1,0,0,1
TKT11301,CUST3024,10-08-2025,Aug,8,Male,East,Existing,Product,Refund Request,Phone,AG107,Resolved,2.6,5,No,No,5,Medium,1,0,0,0
TKT11302,CUST4868,14-08-2025,Aug,8,Male,West,New,Sales,Billing Query,Website,AG103,Resolved,4.8,5,No,No,4,Low,1,0,0,0
TKT11303,CUST7800,22-02-2025,Feb,2,Male,Central,Existing,Product,Technical Issue,Email,AG107,Resolved,6.2,5,Yes,No,4,Critical,1,0,0,1
TKT11304,CUST6431,21-12-2025,Dec,12,Male,North,Existing,Delivery,Delivery Delay,Phone,AG134,Resolved,6.7,5,Yes,No,4,Medium,1,0,0,1
TKT11305,CUST5075,08-12-2025,Dec,12,Male,Central,New,Finance,General Query,Phone,AG114,Resolved,3,3,No,No,4,High,1,0,0,0
TKT11306,CUST1504,30-12-2025,Dec,12,Female,East,Existing,IT Support,Technical Issue,Email,AG132,Resolved,4,5,No,No,4,High,1,0,0,0
TKT11307,CUST7900,07-10-2025,Oct,10,Female,East,New,Sales,Technical Issue,Email,AG141,Resolved,1.5,5,No,No,4,Medium,1,0,0,0
TKT11308,CUST3514,22-03-2025,Mar,3,Female,South,New,Sales,Delivery Delay,App,AG150,In Progress,5,5,No,No,5,High,0,1,0,0
TKT11309,CUST5742,21-07-2025,Jul,7,Female,East,Premium,Product,Account Update,Email,AG146,Pending,,3,Yes,No,2,Low,0,1,0,1
TKT11310,CUST1202,07-06-2025,Jun,6,Female,East,Existing,Finance,Technical Issue,Phone,AG132,Resolved,2.2,5,No,No,4,Low,1,0,0,0
TKT11311,CUST5015,30-04-2025,Apr,4,Female,East,Premium,IT Support,Technical Issue,Website,AG114,In Progress,11.6,5,Yes,Yes,2,Medium,0,1,1,1
TKT11312,CUST9390,28-02-2025,Feb,2,Male,East,Existing,IT Support,Billing Query,Website,AG128,Resolved,3.3,5,No,No,4,High,1,0,0,0
TKT11313,CUST5986,03-08-2025,Aug,8,Female,West,Existing,IT Support,Technical Issue,Phone,AG143,In Progress,5.6,5,Yes,No,4,Medium,0,1,0,1
TKT11314,CUST5274,08-05-2025,May,5,Male,South,New,Sales,Delivery Delay,Email,AG126,Resolved,4.8,5,No,No,4,Medium,1,0,0,0
TKT11315,CUST3403,12-08-2025,Aug,8,Female,North,Existing,Delivery,Product Complaint,Phone,AG128,Escalated,8.8,5,Yes,Yes,3,Medium,0,0,1,1
TKT11316,CUST3156,28-07-2025,Jul,7,Male,West,Existing,Delivery,Product Complaint,Phone,AG135,In Progress,7.3,5,Yes,No,4,Low,0,1,0,1
TKT11317,CUST9185,25-04-2025,Apr,4,Female,East,Existing,Finance,Product Complaint,Chat,AG147,Resolved,3.6,5,No,No,4,Medium,1,0,0,0
TKT11318,CUST9885,28-07-2025,Jul,7,Female,West,Existing,Finance,Technical Issue,Email,AG141,Resolved,5.9,5,Yes,No,4,Low,1,0,0,1
TKT11319,CUST5275,14-01-2025,Jan,1,Male,South,Existing,HR,Delivery Delay,Email,AG122,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT11320,CUST8997,09-01-2025,Jan,1,Male,North,Existing,IT Support,Technical Issue,App,AG109,Resolved,8.7,5,Yes,Yes,3,Low,1,0,1,1
TKT11321,CUST9011,09-02-2025,Feb,2,Male,North,Existing,Billing,Technical Issue,Email,AG118,Resolved,5.4,5,Yes,Yes,3,Medium,1,0,1,1
TKT11322,CUST5568,25-08-2025,Aug,8,Female,Central,Existing,Finance,Technical Issue,Chat,AG115,Escalated,8.8,5,Yes,Yes,3,Low,0,0,1,1
TKT11323,CUST1403,08-10-2025,Oct,10,Male,Central,Existing,IT Support,Billing Query,Email,AG106,In Progress,3.4,5,No,No,5,Medium,0,1,0,0
TKT11324,CUST4562,25-12-2025,Dec,12,Female,West,New,Billing,Technical Issue,Email,AG114,Resolved,5.9,5,Yes,No,4,Low,1,0,0,1
TKT11325,CUST6229,20-07-2025,Jul,7,Female,West,Existing,Finance,Refund Request,Website,AG132,Pending,,5,Yes,Yes,4,Low,0,1,1,1
TKT11326,CUST7842,03-09-2025,Sep,9,Male,Central,Existing,IT Support,Billing Query,Chat,AG115,In Progress,5,5,No,No,4,Low,0,1,0,0
TKT11327,CUST8479,05-10-2025,Oct,10,Male,East,Premium,Billing,Billing Query,Chat,AG108,Resolved,6.2,5,Yes,No,3,Medium,1,0,0,1
TKT11328,CUST6236,23-08-2025,Aug,8,Female,West,Existing,Delivery,Delivery Delay,Chat,AG143,Resolved,7.2,5,Yes,No,5,Medium,1,0,0,1
TKT11329,CUST3959,04-01-2025,Jan,1,Female,West,Premium,Billing,Refund Request,Website,AG149,Escalated,7,5,Yes,Yes,4,Medium,0,0,1,1
TKT11330,CUST8996,03-06-2025,Jun,6,Female,North,Existing,Sales,Billing Query,Email,AG110,Resolved,7,5,Yes,No,4,Medium,1,0,0,1
TKT11331,CUST2569,29-01-2025,Jan,1,Female,South,Existing,Sales,Refund Request,Chat,AG114,Pending,,5,Yes,Yes,2,High,0,1,1,1
TKT11332,CUST7557,19-04-2025,Apr,4,Male,East,Existing,Finance,Delivery Delay,Chat,AG101,Resolved,4.8,5,No,No,4,High,1,0,0,0
TKT11333,CUST7640,08-04-2025,Apr,4,Female,West,Premium,Billing,Delivery Delay,Phone,AG104,Resolved,7.9,5,Yes,No,4,Low,1,0,0,1
TKT11334,CUST5294,03-08-2025,Aug,8,Female,Central,New,Billing,Delivery Delay,Email,AG126,Resolved,8.6,5,Yes,No,4,Medium,1,0,0,1
TKT11335,CUST2502,20-10-2025,Oct,10,Female,South,Existing,HR,Billing Query,Chat,AG118,Resolved,2.5,5,No,No,4,Critical,1,0,0,0
TKT11336,CUST5578,16-03-2025,Mar,3,Male,West,Existing,Sales,Billing Query,Chat,AG116,Resolved,2.1,5,No,No,5,High,1,0,0,0
TKT11337,CUST6868,22-11-2025,Nov,11,Male,South,New,Billing,General Query,Chat,AG122,Resolved,2.6,3,No,No,2,Medium,1,0,0,0
TKT11338,CUST7151,26-05-2025,May,5,Male,East,Existing,Billing,Billing Query,Phone,AG131,Resolved,4.8,5,No,No,4,Low,1,0,0,0
TKT11339,CUST4856,08-05-2025,May,5,Female,Central,Premium,IT Support,Technical Issue,Phone,AG146,Resolved,5.5,5,Yes,No,4,Low,1,0,0,1
TKT11340,CUST9257,07-12-2025,Dec,12,Male,Central,Existing,Delivery,Delivery Delay,Website,AG126,Pending,,5,Yes,No,2,Medium,0,1,0,1
TKT11341,CUST4632,11-02-2025,Feb,2,Female,West,New,Product,Account Update,Phone,AG142,In Progress,0.5,3,No,No,4,Medium,0,1,0,0
TKT11342,CUST4864,22-12-2025,Dec,12,Female,East,Existing,Delivery,Technical Issue,Email,AG112,Resolved,6.5,5,Yes,Yes,3,Medium,1,0,1,1
TKT11343,CUST5597,10-02-2025,Feb,2,Male,North,Existing,Delivery,Delivery Delay,Email,AG104,Resolved,6,5,Yes,Yes,4,Medium,1,0,1,1
TKT11344,CUST2271,03-02-2025,Feb,2,Male,Central,New,IT Support,General Query,Email,AG150,Pending,,3,Yes,No,3,Medium,0,1,0,1
TKT11345,CUST6256,17-01-2025,Jan,1,Female,South,Premium,IT Support,Billing Query,Email,AG138,Pending,,5,Yes,No,3,High,0,1,0,1
TKT11346,CUST4996,14-06-2025,Jun,6,Male,North,New,Sales,General Query,Email,AG116,Resolved,4.5,3,Yes,No,4,Medium,1,0,0,1
TKT11347,CUST9361,02-06-2025,Jun,6,Male,West,Existing,Billing,General Query,Email,AG147,Pending,,3,Yes,No,3,Low,0,1,0,1
TKT11348,CUST2688,17-03-2025,Mar,3,Female,North,Premium,Delivery,Billing Query,Chat,AG139,In Progress,4.2,5,No,No,5,Medium,0,1,0,0
TKT11349,CUST6136,28-03-2025,Mar,3,Male,West,New,IT Support,Technical Issue,Email,AG115,Pending,,5,Yes,No,4,Medium,0,1,0,1
TKT11350,CUST5002,27-04-2025,Apr,4,Female,North,New,Billing,Account Update,App,AG128,Resolved,3,3,Yes,No,4,Low,1,0,0,1
TKT11351,CUST6863,28-12-2025,Dec,12,Female,West,New,IT Support,Technical Issue,Phone,AG103,Resolved,7.6,5,Yes,No,4,Low,1,0,0,1
TKT11352,CUST4026,08-12-2025,Dec,12,Female,West,New,Finance,Refund Request,Email,AG123,Escalated,6.6,5,Yes,Yes,2,Medium,0,0,1,1
TKT11353,CUST8677,27-01-2025,Jan,1,Male,Central,Existing,Delivery,Account Update,Email,AG117,Escalated,9.3,3,Yes,Yes,3,Medium,0,0,1,1
TKT11354,CUST7548,09-11-2025,Nov,11,Female,South,Existing,IT Support,Technical Issue,Phone,AG104,In Progress,3.7,5,No,No,4,Medium,0,1,0,0
TKT11355,CUST2694,14-10-2025,Oct,10,Male,East,Existing,Delivery,General Query,Website,AG113,Resolved,3.6,3,Yes,No,4,Medium,1,0,0,1
TKT11356,CUST5337,14-05-2025,May,5,Male,North,Premium,IT Support,Delivery Delay,App,AG128,Resolved,7.5,5,Yes,No,3,High,1,0,0,1
TKT11357,CUST3910,07-08-2025,Aug,8,Male,West,Existing,Delivery,Technical Issue,Email,AG141,In Progress,5,5,No,No,4,Medium,0,1,0,0
TKT11358,CUST2360,17-06-2025,Jun,6,Female,Central,Existing,Sales,Delivery Delay,Chat,AG127,In Progress,4.4,5,No,No,5,High,0,1,0,0
TKT11359,CUST7085,08-04-2025,Apr,4,Female,West,Existing,IT Support,Refund Request,App,AG117,Resolved,5.3,5,Yes,No,4,Low,1,0,0,1
TKT11360,CUST1033,25-09-2025,Sep,9,Male,North,Existing,Finance,Technical Issue,Email,AG106,Resolved,5.9,5,Yes,Yes,3,Low,1,0,1,1
TKT11361,CUST8717,25-08-2025,Aug,8,Female,North,Premium,Product,Delivery Delay,Phone,AG124,Escalated,9.5,5,Yes,Yes,2,High,0,0,1,1
TKT11362,CUST1305,05-11-2025,Nov,11,Female,North,Premium,Billing,Technical Issue,Website,AG133,Resolved,7.5,5,Yes,Yes,4,Medium,1,0,1,1
TKT11363,CUST9546,22-06-2025,Jun,6,Female,South,Existing,Billing,Account Update,Chat,AG131,Resolved,5.9,3,Yes,No,4,Low,1,0,0,1
TKT11364,CUST8739,09-07-2025,Jul,7,Male,West,Existing,Product,Delivery Delay,App,AG116,Resolved,5.4,5,Yes,Yes,4,Medium,1,0,1,1
TKT11365,CUST7037,02-05-2025,May,5,Male,Central,Existing,Billing,Technical Issue,Chat,AG125,Pending,,5,Yes,No,2,Medium,0,1,0,1
TKT11366,CUST7667,15-02-2025,Feb,2,Female,West,Existing,HR,Product Complaint,Email,AG104,Resolved,2.9,5,No,No,3,High,1,0,0,0
TKT11367,CUST1232,05-03-2025,Mar,3,Male,West,Existing,Sales,Billing Query,Website,AG126,Resolved,4.8,5,No,No,5,Medium,1,0,0,0
TKT11368,CUST9700,10-05-2025,May,5,Male,West,Premium,IT Support,Account Update,Website,AG130,Resolved,3.7,3,Yes,No,5,Medium,1,0,0,1
TKT11369,CUST8227,06-11-2025,Nov,11,Male,East,Premium,IT Support,Product Complaint,Website,AG149,Resolved,7.3,5,Yes,No,2,Critical,1,0,0,1
TKT11370,CUST6237,29-12-2025,Dec,12,Male,East,Existing,Sales,Technical Issue,Chat,AG101,Resolved,6.9,5,Yes,No,4,Medium,1,0,0,1
TKT11371,CUST4978,12-07-2025,Jul,7,Male,West,Existing,Product,Technical Issue,Website,AG135,Resolved,3.7,5,No,No,5,Critical,1,0,0,0
TKT11372,CUST1908,03-11-2025,Nov,11,Male,North,Existing,Billing,Delivery Delay,App,AG102,In Progress,3.8,5,No,No,4,High,0,1,0,0
TKT11373,CUST3718,30-06-2025,Jun,6,Male,East,Premium,Delivery,Product Complaint,Email,AG103,Resolved,3.6,5,No,No,4,High,1,0,0,0
TKT11374,CUST7500,19-10-2025,Oct,10,Female,Central,Existing,Delivery,Billing Query,App,AG121,Escalated,7.5,5,Yes,Yes,2,Low,0,0,1,1
TKT11375,CUST7639,09-10-2025,Oct,10,Female,North,Existing,Delivery,Delivery Delay,Chat,AG119,Resolved,6.1,5,Yes,No,4,Medium,1,0,0,1
TKT11376,CUST2778,29-01-2025,Jan,1,Female,North,Existing,Product,Delivery Delay,Chat,AG139,Pending,,5,Yes,Yes,2,Medium,0,1,1,1
TKT11377,CUST8014,29-05-2025,May,5,Female,West,Existing,Sales,Refund Request,Website,AG106,Resolved,5.5,5,Yes,No,4,Medium,1,0,0,1
TKT11378,CUST7937,24-09-2025,Sep,9,Female,South,New,Billing,Technical Issue,App,AG119,Resolved,7.8,5,Yes,No,3,Low,1,0,0,1
TKT11379,CUST3430,23-10-2025,Oct,10,Female,East,Premium,IT Support,Account Update,App,AG108,Resolved,1.4,3,No,No,5,High,1,0,0,0
TKT11380,CUST6309,11-01-2025,Jan,1,Male,South,Existing,Billing,Product Complaint,Phone,AG137,Escalated,9,5,Yes,Yes,3,High,0,0,1,1
TKT11381,CUST6091,13-06-2025,Jun,6,Male,West,Premium,Product,Billing Query,Chat,AG123,Resolved,3.5,5,No,No,3,High,1,0,0,0
TKT11382,CUST9828,23-04-2025,Apr,4,Male,Central,Existing,Finance,Technical Issue,Phone,AG101,Resolved,6,5,Yes,No,4,High,1,0,0,1
TKT11383,CUST1506,06-07-2025,Jul,7,Female,South,New,Sales,Technical Issue,Chat,AG125,Escalated,5.5,5,Yes,Yes,4,Medium,0,0,1,1
TKT11384,CUST1755,22-10-2025,Oct,10,Female,East,Premium,Product,Technical Issue,Email,AG128,Resolved,8.2,5,Yes,No,4,Medium,1,0,0,1
TKT11385,CUST8997,20-08-2025,Aug,8,Male,East,Premium,Billing,Refund Request,Email,AG116,Resolved,7.6,5,Yes,No,3,Medium,1,0,0,1
TKT11386,CUST6674,15-08-2025,Aug,8,Male,East,Existing,Delivery,Technical Issue,Phone,AG132,Resolved,6.6,5,Yes,No,4,Low,1,0,0,1
TKT11387,CUST6310,06-11-2025,Nov,11,Female,West,Existing,Billing,Product Complaint,Phone,AG108,Resolved,4.1,5,No,No,4,Medium,1,0,0,0
TKT11388,CUST9264,08-04-2025,Apr,4,Female,West,Premium,Billing,Technical Issue,Phone,AG142,Resolved,7.3,5,Yes,No,3,Medium,1,0,0,1
TKT11389,CUST3309,24-02-2025,Feb,2,Male,North,New,Sales,Billing Query,Phone,AG135,In Progress,3.7,5,No,No,4,Medium,0,1,0,0
TKT11390,CUST1299,21-04-2025,Apr,4,Male,Central,Existing,Billing,Technical Issue,Chat,AG144,Resolved,6.1,5,Yes,Yes,2,Medium,1,0,1,1
TKT11391,CUST8383,01-06-2025,Jun,6,Male,South,New,IT Support,Technical Issue,Website,AG108,Resolved,6.3,5,Yes,Yes,3,Low,1,0,1,1
TKT11392,CUST4081,03-09-2025,Sep,9,Female,Central,Existing,Billing,Technical Issue,App,AG140,Escalated,11.1,5,Yes,Yes,3,Medium,0,0,1,1
TKT11393,CUST8207,10-03-2025,Mar,3,Female,East,Existing,IT Support,Refund Request,Email,AG119,Resolved,4.3,5,No,No,5,High,1,0,0,0
TKT11394,CUST3421,08-11-2025,Nov,11,Male,West,Existing,Product,Account Update,Email,AG133,Resolved,3.5,3,Yes,No,5,Low,1,0,0,1
TKT11395,CUST6441,16-10-2025,Oct,10,Male,North,Existing,IT Support,Account Update,Chat,AG145,Resolved,0.5,3,No,No,4,Medium,1,0,0,0
TKT11396,CUST8439,07-09-2025,Sep,9,Female,West,New,Delivery,Refund Request,Email,AG118,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT11397,CUST8791,05-02-2025,Feb,2,Female,East,New,Sales,Technical Issue,App,AG142,In Progress,2.3,5,No,No,4,Medium,0,1,0,0
TKT11398,CUST2605,27-08-2025,Aug,8,Male,North,Premium,Billing,Billing Query,Email,AG122,In Progress,7.3,5,Yes,Yes,3,Critical,0,1,1,1
TKT11399,CUST2659,28-05-2025,May,5,Male,North,Existing,IT Support,Product Complaint,Phone,AG123,Resolved,4.5,5,No,No,5,High,1,0,0,0
TKT11400,CUST2360,15-08-2025,Aug,8,Female,South,Existing,Delivery,Product Complaint,App,AG129,Resolved,7.6,5,Yes,No,4,Medium,1,0,0,1
TKT11401,CUST8165,01-09-2025,Sep,9,Male,North,Existing,Billing,Billing Query,Phone,AG144,Resolved,6.2,5,Yes,Yes,4,Low,1,0,1,1
TKT11402,CUST6950,03-12-2025,Dec,12,Female,East,Existing,Finance,General Query,Email,AG114,Resolved,0.6,3,No,No,4,High,1,0,0,0
TKT11403,CUST4325,31-12-2025,Dec,12,Female,South,Premium,IT Support,Delivery Delay,Email,AG136,Resolved,4.8,5,No,No,3,Low,1,0,0,0
TKT11404,CUST2177,20-07-2025,Jul,7,Male,Central,Existing,IT Support,Refund Request,Phone,AG140,Resolved,2.1,5,No,No,4,High,1,0,0,0
TKT11405,CUST4101,03-06-2025,Jun,6,Female,East,Existing,IT Support,Technical Issue,Chat,AG114,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT11406,CUST2376,14-03-2025,Mar,3,Male,Central,Existing,IT Support,Delivery Delay,Phone,AG104,In Progress,4.6,5,No,No,4,Low,0,1,0,0
TKT11407,CUST1860,20-07-2025,Jul,7,Female,East,Existing,Delivery,Billing Query,Phone,AG114,Pending,,5,Yes,No,2,Medium,0,1,0,1
TKT11408,CUST4561,23-10-2025,Oct,10,Male,East,Existing,Billing,Billing Query,Email,AG119,Resolved,7.4,5,Yes,Yes,3,High,1,0,1,1
TKT11409,CUST6335,17-01-2025,Jan,1,Female,South,Premium,Delivery,Delivery Delay,App,AG143,Resolved,6,5,Yes,No,4,Low,1,0,0,1
TKT11410,CUST5616,09-05-2025,May,5,Female,West,Existing,IT Support,Product Complaint,Website,AG101,Resolved,3.4,5,No,No,5,Medium,1,0,0,0
TKT11411,CUST9208,05-08-2025,Aug,8,Female,North,Existing,HR,Billing Query,Chat,AG113,Resolved,2.4,5,No,No,5,Critical,1,0,0,0
TKT11412,CUST3568,02-03-2025,Mar,3,Male,Central,Premium,Product,General Query,App,AG112,Pending,,3,Yes,No,3,Medium,0,1,0,1
TKT11413,CUST7910,14-04-2025,Apr,4,Female,Central,Existing,Product,Technical Issue,Email,AG115,Resolved,6.5,5,Yes,Yes,3,Low,1,0,1,1
TKT11414,CUST8537,11-02-2025,Feb,2,Female,South,Existing,Finance,Delivery Delay,App,AG147,Resolved,4.9,5,No,No,4,Low,1,0,0,0
